tag,panel,symbols,horizon,band,families,model,regime,class_weight,params,n_train,n_test,ratio,cv_top,top,all_rows,lift,p_null,thin,n_thin,thin_t,thin_all,ll,ll_prior
anchor-16sep-band0.002,crypto-4h-slice,LINK LTC MATIC,12,0.002,hr+st+wc,RF,expanding,none,"{""n_estimators"": 150, ""max_depth"": 4, ""min_samples_leaf"": 200}",6664,1323,1.0319517946530783,-0.0008720070259482405,0.008348737579556143,0.0006635221313142556,0.007685215448241887,0.014,0.014065023051770242,56,1.4499788532402655,0.004090771315107611,0.7803095596154548,0.7798750818302682
anchor-16sep-band0.01,crypto-4h-slice,LINK LTC MATIC,12,0.01,hr+st+wc,RF,expanding,none,"{""n_estimators"": 150, ""max_depth"": 4, ""min_samples_leaf"": 200}",6664,1323,1.0258724138419086,0.0015623080633421662,0.010668060051609323,0.0006635221313142556,0.010004537920295067,0.003,0.013283546714144577,55,1.3425729979380094,0.004090771315107611,0.9868529536957183,0.9859364325236323
anchor-16sep-exact-time,crypto-4h-slice,LINK LTC MATIC,12,0.002,hr+st+wc,RF,expanding,none,"{""n_estimators"": 150, ""max_depth"": 4, ""min_samples_leaf"": 200}",591,137,1.0149047610214779,0.014208285646543655,0.030149963013668797,0.030149963013668797,0.0,1.0,0.025119798447224572,25,1.5608834124037767,0.025119798447224576,0.7909200028697652,0.7891460138864025
d01m1,equity-1d,DCI KIM,6,0.0005,btc+hr+st+ta+w1,LogReg.enet,kfold,none,"{""C"": 0.2777027964374282, ""l1_ratio"": 0.91}",2043,309,1.0217346602937278,0.009407208513640991,0.006467748094753797,0.003635427742554131,0.0028323203521996663,0.231,0.007699566520388341,27,1.3352268341442264,0.0032002984111221804,0.7766907201455246,0.7742602169969107
d01m2,equity-1d,DCI KIM,6,0.0005,btc+hr+st+ta+w1,LightGBM,monte-carlo,balanced,"{""learning_rate"": 0.0474745472216999, ""num_leaves"": 31, ""n_estimators"": 351, ""min_child_samples"": 100, ""subsample"": 0.94, ""subsample_freq"": 1, ""colsample_bytree"": 0.79, ""reg_lambda"": 0.0}",2043,309,2.115514932822921,0.02945112644908085,-0.001393467825732284,0.003635427742554131,-0.005028895568286415,0.909,0.001089898472789812,27,0.13754979751043178,0.0032002984111221804,1.0082087110660851,0.7742602169969107
d01m3,equity-1d,DCI KIM,6,0.0005,btc+hr+st+ta+w1,GBM.classic,rolling,none,"{""learning_rate"": 0.19286624986144646, ""n_estimators"": 116, ""max_depth"": 2, ""subsample"": 0.66}",2043,309,3.4023001975824188,-0.004204495908183588,-0.00018338384750607093,0.003635427742554131,-0.003818811590060202,0.8405,0.004963600286631844,25,0.5898763044050264,0.0032002984111221804,0.8764411294209621,0.7742602169969107
d01m4,equity-1d,DCI KIM,6,0.0005,btc+hr+st+ta+w1,LogReg.glm,leave-one-out,none,"{""C"": 0.2505648605019319}",2043,309,0.9969290131252406,0.016971820042779046,0.006327735297064552,0.003635427742554131,0.0026923075545104208,0.242,0.010270827518310398,25,1.6779413868314972,0.0032002984111221804,0.7827558529548975,0.7742602169969107
d01m5,equity-1d,DCI KIM,6,0.0005,btc+hr+st+ta+w1,GBM.classic,leave-one-out,none,"{""learning_rate"": 0.03974255852841063, ""n_estimators"": 89, ""max_depth"": 4, ""subsample"": 0.93}",2043,309,1.30307970048425,0.01411452009435743,0.00012019180725779269,0.003635427742554131,-0.0035152359352963384,0.834,0.0032914243901825753,22,0.47159599838013916,0.0032002984111221804,0.8053510779826192,0.7742602169969107
d02m1,equity-1h,AAPL GOOGL JPM MSFT XLK XOM,12,0.0015,4h+d1+hr+mst+rg+ta+wc,LogReg.glm,bootstrap,none,"{""C"": 0.001092188507148203}",13497,4004,1.00350914593279,0.0033246721940929534,0.0019266067095669586,0.0002946101750050227,0.0016319965345619359,0.0015,0.0015733686621023906,153,1.0860123644222752,6.54579414403997e-05,0.9239333714000526,0.9153833541210902
d02m2,equity-1h,AAPL GOOGL JPM MSFT XLK XOM,12,0.0015,4h+d1+hr+mst+rg+ta+wc,HistGBM,kfold,balanced,"{""learning_rate"": 0.020434240470473788, ""max_leaf_nodes"": 63, ""max_iter"": 183, ""l2_regularization"": 10.0, ""min_samples_leaf"": 20}",13497,4004,1.348550261865603,0.015384759761228148,0.0018424148169708335,0.0002946101750050227,0.0015478046419658109,0.004,-0.0004582672674289873,138,-0.28882181038550647,6.54579414403997e-05,1.0331699672854904,0.9153833541210902
d02m3,equity-1h,AAPL GOOGL JPM MSFT XLK XOM,12,0.0015,4h+d1+hr+mst+rg+ta+wc,HistGBM,leave-one-out,none,"{""learning_rate"": 0.16481502186087332, ""max_leaf_nodes"": 15, ""max_iter"": 382, ""l2_regularization"": 10.0, ""min_samples_leaf"": 400}",13497,4004,1.9844059002183039,0.009055523527019736,0.0025262365508311544,0.0002946101750050227,0.002231626375826132,0.0,-5.512924351855471e-05,159,-0.044450811158536496,6.54579414403997e-05,1.232072023127303,0.9153833541210902
d02m4,equity-1h,AAPL GOOGL JPM MSFT XLK XOM,12,0.0015,4h+d1+hr+mst+rg+ta+wc,RF,bootstrap,none,"{""n_estimators"": 192, ""max_depth"": 12, ""min_samples_leaf"": 200, ""max_features"": ""0.3""}",13497,4004,1.0286408731510674,0.009895770648828739,-4.207240522398901e-05,0.0002946101750050227,-0.0003366825802290117,0.7215,-0.0005368964780275507,110,-0.35231230429897337,6.54579414403997e-05,0.9172043490524704,0.9153833541210902
d02m5,equity-1h,AAPL GOOGL JPM MSFT XLK XOM,12,0.0015,4h+d1+hr+mst+rg+ta+wc,LightGBM,expanding,none,"{""learning_rate"": 0.03750247814807504, ""num_leaves"": 7, ""n_estimators"": 111, ""min_child_samples"": 20, ""subsample"": 0.84, ""subsample_freq"": 1, ""colsample_bytree"": 0.62, ""reg_lambda"": 0.0}",13497,4004,1.200532718849866,-0.00033063605947322857,0.0015642880318855247,0.0002946101750050227,0.001269677856880502,0.016,0.0002161345978295106,118,0.12314340819451895,6.54579414403997e-05,0.9301637759014861,0.9153833541210902
d03m1,crypto-1h,BTC SOL,12,0.01,flow+tl,LogReg.enet,expanding,none,"{""C"": 0.00665034658983893, ""l1_ratio"": 0.39}",20000,6726,1.0028516151052245,-0.0017242441889373714,-0.004197006143758113,-0.0034001542892711017,-0.000796851854487011,0.941,-0.0044705566524376825,214,-2.980477658074539,-0.0032880589737741186,1.084507719406821,1.071180683699321
d03m2,crypto-1h,BTC SOL,12,0.01,flow+tl,GBM.classic,monte-carlo,none,"{""learning_rate"": 0.03132248819910508, ""n_estimators"": 182, ""max_depth"": 4, ""subsample"": 0.88}",20000,6726,1.0323081307701998,0.00401799124611595,-0.0025655983470677323,-0.0034001542892711017,0.0008345559422033694,0.0555,-0.004106553241163795,286,-3.1884518707997014,-0.0032880589737741186,1.080609325533054,1.071180683699321
d03m3,crypto-1h,BTC SOL,12,0.01,flow+tl,GBM.classic,leave-one-out,none,"{""learning_rate"": 0.07673101945998806, ""n_estimators"": 101, ""max_depth"": 4, ""subsample"": 0.95}",20000,6726,1.023586862559733,0.019781741525046526,-0.0027555190961417887,-0.0034001542892711017,0.0006446351931293131,0.108,-0.003747913941345295,302,-2.9721775583098444,-0.0032880589737741186,1.0842682485908839,1.071180683699321
d03m4,crypto-1h,BTC SOL,12,0.01,flow+tl,LogReg.enet,rolling,none,"{""C"": 0.5639773364829447, ""l1_ratio"": 0.92}",20000,6726,1.0119330543839826,-0.0013434958447296596,-0.003998312656144258,-0.0034001542892711017,-0.0005981583668731565,0.878,-0.0035317867005416888,247,-2.4865452986410457,-0.0032880589737741186,1.0869002212917276,1.071180683699321
d03m5,crypto-1h,BTC SOL,12,0.01,flow+tl,GBM.classic,bootstrap,none,"{""learning_rate"": 0.0264778822631956, ""n_estimators"": 192, ""max_depth"": 3, ""subsample"": 0.67}",20000,6726,1.0201138946649535,0.0027103471540410214,-0.0027762013762217615,-0.0034001542892711017,0.0006239529130493402,0.1005,-0.0032737583288071632,272,-2.6537997650643925,-0.0032880589737741186,1.0769226985329714,1.071180683699321
d04m1,crypto-1h,AVAX BTC LINK PEPE,24,0.002,flow+tl+wc,GBM.classic,monte-carlo,none,"{""learning_rate"": 0.13547765634902081, ""n_estimators"": 55, ""max_depth"": 2, ""subsample"": 0.62}",20000,6871,1.0158540147312713,0.02001079515828072,-0.016540186202775354,-0.00802374929797876,-0.008516436904796594,1.0,-0.006145243521698082,114,-1.30901500260003,-0.006038286290959122,0.9201770107815618,0.878138727214912
d04m2,crypto-1h,AVAX BTC LINK PEPE,24,0.002,flow+tl+wc,LightGBM,expanding,balanced,"{""learning_rate"": 0.018663486593736647, ""num_leaves"": 63, ""n_estimators"": 298, ""min_child_samples"": 20, ""subsample"": 0.54, ""subsample_freq"": 1, ""colsample_bytree"": 0.64, ""reg_lambda"": 1.0}",20000,6871,2.3523426754281944,-0.0051440710699959405,-0.014756838680324357,-0.00802374929797876,-0.006733089382345597,1.0,-0.010746592362551346,143,-3.432192695847619,-0.006038286290959122,1.0636095862750712,0.878138727214912
d04m3,crypto-1h,AVAX BTC LINK PEPE,24,0.002,flow+tl+wc,LightGBM,monte-carlo,none,"{""learning_rate"": 0.1685941963109878, ""num_leaves"": 63, ""n_estimators"": 116, ""min_child_samples"": 20, ""subsample"": 0.86, ""subsample_freq"": 1, ""colsample_bytree"": 0.75, ""reg_lambda"": 10.0}",20000,6871,2.004655146790116,0.04379562309463896,-0.013103544576545986,-0.00802374929797876,-0.005079795278567226,1.0,-0.011341299054799196,137,-3.614061825607428,-0.006038286290959122,1.1760229789153176,0.878138727214912
d04m4,crypto-1h,AVAX BTC LINK PEPE,24,0.002,flow+tl+wc,GBM.classic,rolling,none,"{""learning_rate"": 0.07310310318952101, ""n_estimators"": 88, ""max_depth"": 2, ""subsample"": 0.78}",20000,6871,1.3156487216309505,-0.007084840123450931,-0.01743643837629299,-0.00802374929797876,-0.009412689078314228,1.0,-0.01473873922104237,97,-3.9122688341108405,-0.006038286290959122,0.913090800156024,0.878138727214912
d04m5,crypto-1h,AVAX BTC LINK PEPE,24,0.002,flow+tl+wc,LogReg.glm,repeated-kfold,none,"{""C"": 0.030266121781056216}",20000,6871,1.0018679449118728,0.0034710441323318264,-0.01375716128320412,-0.00802374929797876,-0.00573341198522536,1.0,-0.005999775848036312,133,-1.2987664238196746,-0.006038286290959122,0.9084310398075208,0.878138727214912
d05m1,crypto-4h,ADA AVAX DOGE ETH LINK SOL TRX,12,0.002,btc+flow+tl,RF,monte-carlo,none,"{""n_estimators"": 270, ""max_depth"": 6, ""min_samples_leaf"": 50, ""max_features"": ""sqrt""}",20000,6934,1.0097359959323955,0.02636719939866574,-0.005893324431341782,-0.004677525310846517,-0.0012157991204952649,0.826,-0.005295479560799806,324,-1.7843628331541734,-0.004592493111648959,0.8318277096764107,0.8311787478381383
d05m2,crypto-4h,ADA AVAX DOGE ETH LINK SOL TRX,12,0.002,btc+flow+tl,HistGBM,rolling,none,"{""learning_rate"": 0.12437673106903585, ""max_leaf_nodes"": 7, ""max_iter"": 392, ""l2_regularization"": 10.0, ""min_samples_leaf"": 20}",20000,6934,2.7675148251095045,-0.0002998345756076127,-0.0012472179715888256,-0.004677525310846517,0.0034303073392576914,0.002,-0.006088652790673766,383,-2.167711541271563,-0.004592493111648959,0.8891192156044972,0.8311787478381383
d05m3,crypto-4h,ADA AVAX DOGE ETH LINK SOL TRX,12,0.002,btc+flow+tl,LogReg.enet,expanding,none,"{""C"": 0.11708897423451532, ""l1_ratio"": 0.87}",20000,6934,1.0146867034576796,-0.001445434062550504,-0.004064831880193704,-0.004677525310846517,0.000612693430652813,0.317,-0.0033350912320904576,412,-1.334843284450824,-0.004592493111648959,0.8316277724314456,0.8311787478381383
d05m4,crypto-4h,ADA AVAX DOGE ETH LINK SOL TRX,12,0.002,btc+flow+tl,LightGBM,rolling,none,"{""learning_rate"": 0.14927751385087215, ""num_leaves"": 63, ""n_estimators"": 197, ""min_child_samples"": 400, ""subsample"": 0.79, ""subsample_freq"": 1, ""colsample_bytree"": 0.91, ""reg_lambda"": 10.0}",20000,6934,1.3642151918942673,0.0042193499329419,-0.00546361634630343,-0.004677525310846517,-0.0007860910354569126,0.7315,-0.006500970395529295,400,-2.404862251155229,-0.004592493111648959,0.9394626555992822,0.8311787478381383
d05m5,crypto-4h,ADA AVAX DOGE ETH LINK SOL TRX,12,0.002,btc+flow+tl,RF,leave-one-out,none,"{""n_estimators"": 276, ""max_depth"": 3, ""min_samples_leaf"": 500, ""max_features"": ""sqrt""}",20000,6934,0.9745739345651292,2.9057824984192807e-05,-0.004909743405165574,-0.004677525310846517,-0.00023221809431905709,0.5715,-0.008990819783377634,294,-2.875644585392282,-0.004592493111648959,0.8307037201897328,0.8311787478381383
d06m1,crypto-1h,ADA ETH,72,0.003,flow+hr+ta+wc,LogReg.enet,expanding,none,"{""C"": 0.9572912905960742, ""l1_ratio"": 1.0}",20000,5851,1.119286226318204,0.00028053361046477196,-0.02143430001658557,-0.014843454785369746,-0.006590845231215824,1.0,-0.01537832698482089,52,-1.450238586673601,-0.009872023872310683,0.9746503053120359,0.8689890843012261
d06m2,crypto-1h,ADA ETH,72,0.003,flow+hr+ta+wc,GBM.classic,rolling,none,"{""learning_rate"": 0.06474648826189172, ""n_estimators"": 159, ""max_depth"": 2, ""subsample"": 0.71}",20000,5851,2.050200225652985,-0.009972042951735148,-0.018371293562007306,-0.014843454785369746,-0.00352783877663756,0.99,-0.01605013489623576,43,-1.504442319118687,-0.009872023872310683,1.1502963940825093,0.8689890843012261
d06m3,crypto-1h,ADA ETH,72,0.003,flow+hr+ta+wc,RF,kfold,none,"{""n_estimators"": 300, ""max_depth"": 6, ""min_samples_leaf"": 200, ""max_features"": ""sqrt""}",20000,5851,1.0078912587707112,0.04949739613936617,-0.025143533290212787,-0.014843454785369746,-0.010300078504843041,1.0,-0.014892109953099864,44,-1.2571147936787028,-0.009872023872310683,0.8875584862808045,0.8689890843012261
d06m4,crypto-1h,ADA ETH,72,0.003,flow+hr+ta+wc,LightGBM,repeated-kfold,balanced,"{""learning_rate"": 0.0174119038855059, ""num_leaves"": 63, ""n_estimators"": 157, ""min_child_samples"": 400, ""subsample"": 0.73, ""subsample_freq"": 1, ""colsample_bytree"": 0.68, ""reg_lambda"": 10.0}",20000,5851,1.0243041110044926,0.06286397041791618,-0.026324896859304357,-0.014843454785369746,-0.011481442073934612,1.0,-0.02041836143917728,46,-1.8168041313629624,-0.009872023872310683,1.0995403961359376,0.8689890843012261
d06m5,crypto-1h,ADA ETH,72,0.003,flow+hr+ta+wc,LogReg.enet,leave-one-out,none,"{""C"": 0.021678951588617757, ""l1_ratio"": 0.57}",20000,5851,1.071897005001937,0.009412672543277344,-0.018879180947519093,-0.014843454785369746,-0.004035726162149348,0.9965,-0.008678741787456805,45,-0.8397546288157478,-0.009872023872310683,0.9357842183441574,0.8689890843012261
d07m1,crypto-1h,ADA DOGE ETH LINK PEPE SOL,24,0.01,tl+wc,GBM.classic,repeated-kfold,none,"{""learning_rate"": 0.07592620457050367, ""n_estimators"": 128, ""max_depth"": 3, ""subsample"": 0.92}",20000,16562,1.0275943284674167,0.03295669846554999,-0.012128698915473536,-0.006306729923105813,-0.005821968992367723,1.0,-0.01149009977742562,236,-4.505536949530691,-0.0054337513524565,1.2672360486731673,1.0979364710975406
d07m2,crypto-1h,ADA DOGE ETH LINK PEPE SOL,24,0.01,tl+wc,LogReg.glm,leave-one-out,none,"{""C"": 0.01841404028905059}",20000,16562,1.00040346696065,-0.0005308259880791109,-0.011668729894747697,-0.006306729923105813,-0.005361999971641884,1.0,-0.0077873001658938495,271,-3.415424529672288,-0.0054337513524565,1.219173448664129,1.0979364710975406
d07m3,crypto-1h,ADA DOGE ETH LINK PEPE SOL,24,0.01,tl+wc,LogReg.enet,monte-carlo,none,"{""C"": 0.1848465380679545, ""l1_ratio"": 0.35}",20000,16562,1.000223098154595,0.00681748006750422,-0.011781693174451487,-0.006306729923105813,-0.0054749632513456745,1.0,-0.009015679365588404,254,-3.705297935367282,-0.0054337513524565,1.25477380236591,1.0979364710975406
d07m4,crypto-1h,ADA DOGE ETH LINK PEPE SOL,24,0.01,tl+wc,LightGBM,bootstrap,none,"{""learning_rate"": 0.097710983472839, ""num_leaves"": 31, ""n_estimators"": 345, ""min_child_samples"": 100, ""subsample"": 0.56, ""subsample_freq"": 1, ""colsample_bytree"": 0.99, ""reg_lambda"": 1.0}",20000,16562,1.9979571751080232,0.0453377760811769,-0.011723003502946649,-0.006306729923105813,-0.005416273579840836,1.0,-0.009693244230846077,287,-4.633704946611471,-0.0054337513524565,2.117210796074163,1.0979364710975406
d07m5,crypto-1h,ADA DOGE ETH LINK PEPE SOL,24,0.01,tl+wc,GBM.classic,leave-one-out,none,"{""learning_rate"": 0.16799365471155447, ""n_estimators"": 187, ""max_depth"": 2, ""subsample"": 0.87}",20000,16562,1.0602060160022593,0.021029461697054407,-0.011457794170715501,-0.006306729923105813,-0.005151064247609688,1.0,-0.010371664897795622,237,-3.870363230403067,-0.0054337513524565,1.5271363981485278,1.0979364710975406
d08m1,equity-1h,JPM XLK,24,0.0025,btc+d1+hr+mst+ta+wc,HistGBM,bootstrap,none,"{""learning_rate"": 0.010749190312203016, ""max_leaf_nodes"": 7, ""max_iter"": 326, ""l2_regularization"": 1.0, ""min_samples_leaf"": 400}",1905,546,1.0942066456132102,0.019944326075716466,0.005193842040904036,0.0014882633109642722,0.0037055787299397638,0.0385,0.006270824785033861,9,0.5339895361778654,0.0005382160408756672,0.9445056867955556,0.8905736555234621
d08m2,equity-1h,JPM XLK,24,0.0025,btc+d1+hr+mst+ta+wc,GBM.classic,rolling,none,"{""learning_rate"": 0.13806973199944925, ""n_estimators"": 199, ""max_depth"": 4, ""subsample"": 0.6}",1905,546,457.46962424727263,0.006119667056654466,0.0073869761321693666,0.0014882633109642722,0.005898712821205094,0.0025,0.0018053039255050503,13,0.3206370332449218,0.0005382160408756672,1.5964163919981085,0.8905736555234621
d08m3,equity-1h,JPM XLK,24,0.0025,btc+d1+hr+mst+ta+wc,LogReg.glm,monte-carlo,none,"{""C"": 0.003559729054851091}",1905,546,0.9907838499070525,0.014179610268164382,0.003874686478234997,0.0014882633109642722,0.002386423167270725,0.131,-0.007070809764787555,10,-0.83454589711553,0.0005382160408756672,1.0516529085056487,0.8905736555234621
d08m4,equity-1h,JPM XLK,24,0.0025,btc+d1+hr+mst+ta+wc,LogReg.enet,bootstrap,none,"{""C"": 0.8586202399336831, ""l1_ratio"": 0.49}",1905,546,1.064373290084874,0.015663908417772245,0.005356877615061504,0.0014882633109642722,0.0038686143040972316,0.0335,0.003564413723225394,12,0.5241647185880052,0.0005382160408756672,1.6357149852276778,0.8905736555234621
d08m5,equity-1h,JPM XLK,24,0.0025,btc+d1+hr+mst+ta+wc,HistGBM,repeated-kfold,none,"{""learning_rate"": 0.168293379804877, ""max_leaf_nodes"": 15, ""max_iter"": 283, ""l2_regularization"": 0.0, ""min_samples_leaf"": 400}",1905,546,1.3571671145638722,0.0231412684421319,0.007999655575131659,0.0014882633109642722,0.006511392264167387,0.0015,0.0023359231713872683,13,0.25720657048615203,0.0005382160408756672,1.2723998081916097,0.8905736555234621
d09m1,crypto-4h,SOL XRP,6,0.01,btc+d1+hr+mst+st+tl+w1+wc,LightGBM,expanding,none,"{""learning_rate"": 0.056621714163051486, ""num_leaves"": 15, ""n_estimators"": 353, ""min_child_samples"": 20, ""subsample"": 0.8, ""subsample_freq"": 1, ""colsample_bytree"": 0.68, ""reg_lambda"": 0.0}",9418,2829,2.4119651816662984,-0.0004258137378622155,-0.003654125332789966,-0.002969526279406245,-0.0006845990533837208,0.6865,-0.0020572087034236943,189,-0.7238613727413546,-0.0037526853479490536,1.1579921503917734,1.0949076269687876
d09m2,crypto-4h,SOL XRP,6,0.01,btc+d1+hr+mst+st+tl+w1+wc,LightGBM,rolling,none,"{""learning_rate"": 0.011527101982098914, ""num_leaves"": 7, ""n_estimators"": 201, ""min_child_samples"": 100, ""subsample"": 0.9, ""subsample_freq"": 1, ""colsample_bytree"": 0.62, ""reg_lambda"": 1.0}",9418,2829,1.1384686079010808,0.0005520628178484464,-0.0048818654230528,-0.002969526279406245,-0.001912339143646555,0.9345,-0.007758630680607303,172,-2.784352688955784,-0.0037526853479490536,1.086583258432886,1.0949076269687876
d09m3,crypto-4h,SOL XRP,6,0.01,btc+d1+hr+mst+st+tl+w1+wc,RF,monte-carlo,none,"{""n_estimators"": 123, ""max_depth"": 12, ""min_samples_leaf"": 50, ""max_features"": ""0.3""}",9418,2829,1.0477700838384303,0.019621635824748643,-0.00368510055851912,-0.002969526279406245,-0.0007155742791128748,0.696,-0.0033069825989886256,180,-1.111528230920293,-0.0037526853479490536,1.0938241446698491,1.0949076269687876
d09m4,crypto-4h,SOL XRP,6,0.01,btc+d1+hr+mst+st+tl+w1+wc,HistGBM,rolling,none,"{""learning_rate"": 0.09362415133291502, ""max_leaf_nodes"": 31, ""max_iter"": 384, ""l2_regularization"": 0.0, ""min_samples_leaf"": 400}",9418,2829,1.4070244160461545,-0.0020158309093809977,-0.00425070473078705,-0.002969526279406245,-0.0012811784513808047,0.8545,-0.004833643835447449,199,-1.8747649853838488,-0.0037526853479490536,1.3491407014027033,1.0949076269687876
d09m5,crypto-4h,SOL XRP,6,0.01,btc+d1+hr+mst+st+tl+w1+wc,GBM.classic,rolling,none,"{""learning_rate"": 0.049809746205705566, ""n_estimators"": 93, ""max_depth"": 3, ""subsample"": 0.97}",9418,2829,1.225494203329532,-0.0008014399365385862,-0.003702029398107093,-0.002969526279406245,-0.000732503118700848,0.7105,-0.005611539818471436,164,-2.0324389106390215,-0.0037526853479490536,1.1006897369521955,1.0949076269687876
d10m1,crypto-1d,ADA BNB BTC DOGE ETH SOL,24,0.001,btc+hr+ms+mst+st+ta+tl,LogReg.enet,leave-one-out,none,"{""C"": 0.0018226531796055165, ""l1_ratio"": 0.97}",4126,870,1.0245031751803348,-0.14948710921655098,-0.021874248895797498,-0.021874248895797498,0.0,1.0,-0.03159860131059858,88,-1.8707286280524311,-0.03159860131059858,0.7773852501926091,0.7417795107682483
d10m2,crypto-1d,ADA BNB BTC DOGE ETH SOL,24,0.001,btc+hr+ms+mst+st+ta+tl,LogReg.enet,bootstrap,balanced,"{""C"": 0.0016966079973222534, ""l1_ratio"": 1.0}",4126,870,1.0012814741504559,0.06686085475767814,-0.04182659390654273,-0.021874248895797498,-0.019952345010745234,0.9655,-0.0350412227100873,62,-1.618035245304931,-0.03159860131059858,1.091959241443172,0.7417795107682483
d10m3,crypto-1d,ADA BNB BTC DOGE ETH SOL,24,0.001,btc+hr+ms+mst+st+ta+tl,LogReg.enet,monte-carlo,none,"{""C"": 0.0040465083527972835, ""l1_ratio"": 0.77}",4126,870,0.9984038266637175,0.14293976324733776,-0.036522600888419805,-0.021874248895797498,-0.014648351992622308,0.923,-0.07769596916437145,38,-3.089473539442294,-0.03159860131059858,0.739394974706009,0.7417795107682483
d10m4,crypto-1d,ADA BNB BTC DOGE ETH SOL,24,0.001,btc+hr+ms+mst+st+ta+tl,LightGBM,monte-carlo,none,"{""learning_rate"": 0.026655255366204094, ""num_leaves"": 7, ""n_estimators"": 346, ""min_child_samples"": 20, ""subsample"": 0.58, ""subsample_freq"": 1, ""colsample_bytree"": 0.64, ""reg_lambda"": 10.0}",4126,870,1.136376165207591,0.261176850102947,-0.01229613257342971,-0.021874248895797498,0.009578116322367788,0.1765,-0.009661873795645867,37,-0.3295206783048604,-0.03159860131059858,0.8339705433584,0.7417795107682483
d10m5,crypto-1d,ADA BNB BTC DOGE ETH SOL,24,0.001,btc+hr+ms+mst+st+ta+tl,HistGBM,expanding,none,"{""learning_rate"": 0.03177362546479735, ""max_leaf_nodes"": 63, ""max_iter"": 156, ""l2_regularization"": 1.0, ""min_samples_leaf"": 400}",4126,870,1.1856427864059882,0.045676630526426724,-0.026905710251538227,-0.021874248895797498,-0.0050314613557407295,0.6795,-0.008658879505168346,37,-0.2857367785070303,-0.03159860131059858,0.8685976449085601,0.7417795107682483
d11m1,crypto-4h,AVAX BNB DOGE SOL TRX,6,0.002,btc+d1+mst+ta+wc,HistGBM,kfold,balanced,"{""learning_rate"": 0.028146786425202415, ""max_leaf_nodes"": 15, ""max_iter"": 308, ""l2_regularization"": 0.0, ""min_samples_leaf"": 400}",20000,5145,1.024278659574792,0.009009016372314363,-0.0057703552708152275,-0.003411444892939464,-0.0023589103778757633,0.9925,-0.004429185395244749,336,-2.3132057015105305,-0.003740921343844093,1.127122282829355,0.8763886330614077
d11m2,crypto-4h,AVAX BNB DOGE SOL TRX,6,0.002,btc+d1+mst+ta+wc,GBM.classic,expanding,none,"{""learning_rate"": 0.026800124226084562, ""n_estimators"": 92, ""max_depth"": 4, ""subsample"": 0.56}",20000,5145,1.0981187595531718,0.001597063285235587,-0.003978560090025123,-0.003411444892939464,-0.0005671151970856585,0.721,-0.0031527575455450783,309,-1.4271384160832954,-0.003740921343844093,0.8838874432071403,0.8763886330614077
d11m3,crypto-4h,AVAX BNB DOGE SOL TRX,6,0.002,btc+d1+mst+ta+wc,LogReg.enet,repeated-kfold,none,"{""C"": 0.17237836590991829, ""l1_ratio"": 0.62}",20000,5145,1.003919736372411,0.004689124052406139,-0.004326551772313748,-0.003411444892939464,-0.0009151068793742841,0.832,-0.003856350971696279,300,-1.9211232246310992,-0.003740921343844093,0.8859168917455885,0.8763886330614077
d11m4,crypto-4h,AVAX BNB DOGE SOL TRX,6,0.002,btc+d1+mst+ta+wc,GBM.classic,bootstrap,none,"{""learning_rate"": 0.1360499297190528, ""n_estimators"": 171, ""max_depth"": 3, ""subsample"": 0.93}",20000,5145,1.139182644791809,0.017485166927698574,-0.0019476152690505021,-0.003411444892939464,0.001463829623888962,0.071,-0.004038638938564438,331,-2.130941275118027,-0.003740921343844093,0.9147573291334493,0.8763886330614077
d11m5,crypto-4h,AVAX BNB DOGE SOL TRX,6,0.002,btc+d1+mst+ta+wc,LogReg.enet,monte-carlo,balanced,"{""C"": 0.04158491498748388, ""l1_ratio"": 0.52}",20000,5145,1.0004364066830176,0.00447601841949169,-0.004094595175560821,-0.003411444892939464,-0.0006831502826213564,0.7605,-0.003778343676874592,307,-1.9186520169739845,-0.003740921343844093,1.1359079562897891,0.8763886330614077
d12m1,crypto-1d,BTC DOGE,12,0.001,hr+mo+st+w1+wc,HistGBM,expanding,none,"{""learning_rate"": 0.02964858296245082, ""max_leaf_nodes"": 63, ""max_iter"": 250, ""l2_regularization"": 0.0, ""min_samples_leaf"": 400}",1464,280,1.075218531305504,-0.01741462539062738,-0.004300436180251251,-0.012661148621771385,0.008360712441520134,0.2595,0.0009687205365357474,13,0.051433834596525764,-0.01899536536679656,0.75411084546762,0.7186009064518735
d12m2,crypto-1d,BTC DOGE,12,0.001,hr+mo+st+w1+wc,RF,expanding,none,"{""n_estimators"": 186, ""max_depth"": 0, ""min_samples_leaf"": 1, ""max_features"": ""0.6""}",1464,280,3.8882154580303383,0.006638375683235135,-0.019487283413564517,-0.012661148621771385,-0.006826134791793132,0.7025,-0.03763343524001539,16,-1.1664025773452336,-0.01899536536679656,0.7601590722821421,0.7186009064518735
d12m3,crypto-1d,BTC DOGE,12,0.001,hr+mo+st+w1+wc,LogReg.enet,repeated-kfold,none,"{""C"": 0.23273539433630208, ""l1_ratio"": 1.0}",1464,280,1.0233056876051434,0.09137540723182315,0.012988854199015935,-0.012661148621771385,0.025650002820787318,0.03,0.01776146697998047,15,0.8750391197914711,-0.01899536536679656,0.7206780455124591,0.7186009064518735
